-6.3451,-7.0169,20.905,-1.4267
-8.3706,-5.4851,20.753,-0.45156
-9.9835,-3.5177,20.206,0.48407
-12.123,-1.7441,19.782,1.499
-11.065,-1.6303,19.3,2.4753
-10.968,-1.5874,19.276,3.3349
-9.6577,-1.3242,18.521,4.3413
-10.57,-1.1615,18.967,5.2903
-11.606,-1.1178,19.432,6.3589
-12.767,-0.8767,19.723,7.3711
-12.172,-0.74848,19.246,8.4132
-12.956,-0.51038,19.728,9.2695
-11.51,-0.33668,19.016,10.21
-13.911,-0.060207,20.279,11.014
-13.297,0.32741,19.878,11.973
-14.926,0.3669,20.636,12.893
-14.62,0.33023,20.563,13.936
-15.622,0.74349,20.853,15
-14.285,1.1644,20.127,15.95
-16.407,1.647,21.141,16.872
-17.389,2.0438,21.474,17.757
-17.071,2.225,21.343,18.77
-16.39,2.403,21.089,19.77
-21.171,2.5608,22.918,20.679
-21.93,2.6271,23.188,21.642
-22.378,2.711,23.37,22.565
-24.786,3.1092,24.153,23.454
-24.437,3.3892,23.949,24.435
-23.935,3.6405,23.858,25.317
-28.473,4.2356,25.214,26.271
-26.439,4.2048,24.777,27.336
-28.168,4.4596,25.421,28.363
-32.094,4.8614,26.713,29.334
-35.019,5.3954,27.69,30.303
-35.619,6.2735,27.98,31.158
-38.579,7.2572,28.825,32.111
