通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
359.15,353.94,343.14,358.93,354.24,0.52,351.15,344.41
339.58,2.86,350.82,4.35,1.25,14.44,20.41,15.46
338.20,358.90,355.12,2.44,4.89,351.35,0.33,358.98
342.41,357.91,14.21,12.27,11.69,0.20,7.54,11.08
1.55,5.11,6.84,17.40,23.34,13.54,14.29,19.15
357.94,8.25,1.34,10.30,355.59,11.77,9.08,9.54
357.88,348.81,356.80,358.12,7.12,2.49,355.86,9.72
5.87,11.04,0.90,8.91,13.60,15.25,3.31,358.72
10.51,353.31,13.10,6.63,16.95,3.88,18.67,15.95
358.00,3.86,12.46,19.63,6.69,1.05,17.98,0.60
359.64,353.26,356.81,2.44,1.72,7.14,8.83,9.55
354.73,352.28,5.50,351.41,355.81,5.00,12.73,357.36
4.61,5.38,8.19,358.96,4.06,0.39,2.34,1.99
20.23,3.44,16.35,9.90,11.42,13.13,4.02,4.15
352.14,358.12,351.90,353.33,358.33,349.65,355.99,0.72
339.79,350.47,357.16,352.59,354.73,356.47,358.29,355.76
1.31,12.76,15.97,16.00,12.32,11.21,3.09,8.57
352.07,6.65,1.41,354.67,0.87,356.21,347.28,3.24
3.08,354.10,5.31,5.38,7.00,8.15,354.24,6.41
357.41,1.77,3.35,350.76,353.56,357.89,358.66,358.59
29.93,23.50,9.11,26.57,29.51,21.59,23.48,21.20
18.87,20.45,11.39,24.33,21.45,26.01,24.68,13.72
4.18,4.77,16.83,8.56,11.69,14.65,6.68,7.89
357.14,359.51,2.52,359.18,355.19,9.11,3.61,357.53
0.12,357.22,356.41,3.41,6.30,357.32,10.14,359.67
5.40,1.92,9.94,5.46,12.75,0.54,15.09,356.87
2.36,6.31,13.22,4.67,14.34,9.29,5.75,7.11
10.38,22.22,22.49,33.59,24.22,27.39,16.82,3.10
12.91,29.30,19.19,13.51,3.49,30.28,21.65,20.67
30.39,21.30,28.76,34.06,11.40,19.09,27.63,32.46
9.66,11.30,18.50,17.94,13.19,4.82,13.19,12.97
2.83,5.08,3.01,12.98,5.47,12.81,22.41,350.48
352.45,356.78,8.28,10.55,4.85,5.30,9.51,11.74
355.34,1.72,354.76,7.78,1.57,0.03,2.50,358.71
349.23,2.47,358.42,13.54,353.67,352.63,1.01,2.74
359.77,345.39,357.91,357.96,4.60,1.08,345.32,345.85
